"","Name","Edition","City","Country","Owner","Seeker","Trader","Rarity","WillingnessToTrade","Popularity"
"902","Arai Ceramic Tumbler","Limited Edition","Various","South Korea",8,2,0,0.00455580865603645,0,0.0072926162260711
"903","2015 Wood bottom Yellow mug","Limited Edition","Various","Japan",4,0,0,0,0,0.00364630811303555
"904","2015 Wood bottom Green mug","Limited Edition","Various","Japan",4,1,0,0.00227790432801822,0,0.00364630811303555
"905","Samara - Chocolate","08 Icon Edition","Samara","Russia",185,75,21,0.00776558293642576,0.169354838709677,0.168641750227894
"906","New York Times Square Mug","Limited Edition","New York","USA",59,10,9,0.00227790432801822,0.225,0.0537830446672744
"907","New York Times Square Thermos","Limited Edition","New York","USA",15,4,3,0.00227790432801822,0.28125,0.0136736554238833
"908","New York Times Square Water Bottle","Limited Edition","New York","USA",10,3,0,0.00683371298405467,0,0.00911577028258888
"909","New York Times Square Tumbler","Limited Edition","New York","USA",42,7,4,0.00318906605922551,0.13953488372093,0.0382862351868733
"910","New York Times Square Cold Cup","Limited Edition","New York","USA",13,1,3,0.000569476082004556,0.321428571428571,0.0118505013673655
"911","Elephant Pattern Mug 16oz","Holiday Mugs","Various","China",2,0,0,0,0,0.00182315405651778
"912","Bottle Colorful White 17oz","Undefined Series","Various","China",4,0,2,0,0.6,0.00364630811303555
"913","Bottle Colorful Green 17oz","Undefined Series","Various","China",3,0,2,0,0.75,0.00273473108477666
"914","Bottle Colorful Purple 17oz","Undefined Series","Various","China",3,0,1,0,0.375,0.00273473108477666
"915","Luoyang - Peony","08 Icon Edition","Luoyang","China",136,73,7,0.0207858769931663,0.0766423357664234,0.123974475843209
"916","2015 Double Wall Black Ceramic Tumbler","Non-City Tumbler","Various","USA",17,1,3,0.000569476082004556,0.25,0.0154968094804011
"917","2015 Stainless Steel Pink and Yellow Bottle","Non-City Tumbler","Various","Germany",2,1,0,0.00227790432801822,0,0.00182315405651778
"918","2015 Whipped Cream Demi Mug","Limited Edition","Various","South Korea",14,9,1,0.010250569476082,0.1,0.0127620783956244
"919","2015 Whipped Cream Mug with spoon","Limited Edition","Various","South Korea",9,3,0,0.00683371298405467,0,0.00820419325432999
"920","2015 Ice Cube Mug with Lid","Limited Edition","Various","South Korea",4,5,0,0.0113895216400911,0,0.00364630811303555
"921","Starbucks Reserve Coffee Canister 1lb","Undefined Series","Various","USA",6,4,0,0.00911161731207289,0,0.00546946216955333
"922","Macau Relief Mug","Relief Series","Macau","China",79,29,14,0.0044039483675019,0.2625,0.0720145852324521
"923","2015 High Shine Pour-Over Brewer and Mug Set","Limited Edition","Various","USA",2,3,0,0.00683371298405467,0,0.00182315405651778
"924","Epcot Version 2","13 You Are Here Series","Orlando","USA",152,73,14,0.011085801063022,0.137254901960784,0.138559708295351
"925","2015 Logo Cold Cup Tumbler Whip Pink","Non-City Tumbler","Various","Japan",6,0,1,0,0.214285714285714,0.00546946216955333
"926","2015 Logo Cold Cup Tumbler Whip Yellow","Non-City Tumbler","Various","Japan",5,0,2,0,0.5,0.00455788514129444
"927","2015 Roppongi Hills 12th Anniversary","Starbucks Anniversary Mugs","Tokyo","Japan",29,9,6,0.00292873413602343,0.3,0.0264357338195077
"928","2015 Stainless Steel Purple Butterfly Tumbler","Non-City Tumbler","Various","South Korea",1,0,0,0,0,0.000911577028258888
"929","2015 Tribute Mug","Limited Edition","Various","South Korea",4,0,0,0,0,0.00364630811303555
"930","2015 Butterfly Handle Demimug","Limited Edition","Various","South Korea",18,4,2,0.00303720577069096,0.157894736842105,0.01640838650866
"931","2015 Butterfly Relief Mug","Limited Edition","Various","South Korea",8,0,1,0,0.166666666666667,0.0072926162260711
"932","2015 Pink flowers Mug","Limited Edition","Various","China",5,2,1,0.00227790432801822,0.25,0.00455788514129444
"933","2015 Blue Spring Elegancy Mug","Limited Edition","Various","China",2,3,0,0.00683371298405467,0,0.00182315405651778
"934","2015 Green Interior Spring Mug","Limited Edition","Various","China",1,2,0,0.00455580865603645,0,0.000911577028258888
"935","2015 Stars and Logo Mug","Limited Edition","Various","China",3,2,1,0.00227790432801822,0.375,0.00273473108477666
"936","2015 15th Anniversary Mug","Starbucks Anniversary Mugs","Various","China",0,3,0,0.00683371298405467,0,0
"937","Taoyuan Mini Relief Mug","Relief Series","Various","Taiwan",31,9,6,0.00292873413602343,0.28125,0.0282588878760255
"938","2015 Tung Flower Yellow Interior Mug","Limited Edition","Various","Taiwan",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"939","2015 Tung Flower Blue mug","Limited Edition","Various","Taiwan",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"940","2015 Tung Flower Floating Mug","Limited Edition","Various","Taiwan",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"941","2015 Tung Flower Demimug","Limited Edition","Various","Taiwan",9,2,2,0.00151860288534548,0.3,0.00820419325432999
"942","2015 Tribute Tumbler Dots","Non-City Tumbler","Various","USA",13,0,3,0,0.321428571428571,0.0118505013673655
"943","2015 Tribute Tumbler","Non-City Tumbler","Various","USA",11,2,2,0.00151860288534548,0.25,0.0100273473108478
"944","1996 Made in USA tumbler","Non-City Tumbler","Various","USA",3,0,1,0,0.375,0.00273473108477666
"945","Spring Bud Cup White  - Pink 5oz","Holiday Mugs","Various","China",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"946","Spring Bud Cup Yellow - White 5oz","Holiday Mugs","Various","China",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"947","Spring Bud Cup Black - Green 5oz","Holiday Mugs","Various","China",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"948","Spring Flower Mug 3oz","Holiday Mugs","Various","China",6,3,2,0.00227790432801822,0.428571428571429,0.00546946216955333
"949","Night Sakura Mug 12oz","Holiday Mugs","Various","China",3,3,1,0.00341685649202733,0.375,0.00273473108477666
"950","Etched Siren","Limited Edition","Various","USA",3,0,0,0,0,0.00273473108477666
"951","Taoyuan Relief Mug","Relief Series","Taoyuan","Taiwan",66,18,10,0.00372747980948437,0.223880597014925,0.0601640838650866
"952","2015 Spring Relief Mug","Limited Edition","Various","South Korea",14,1,1,0.00113895216400911,0.1,0.0127620783956244
"953","2015 Songkran Festival Blue Mug","Holiday Mugs","Various","Thailand",18,5,1,0.00569476082004556,0.0789473684210526,0.01640838650866
"954","2015 Red Hearts Mug 10oz Taiwan Exclusive","Holiday Mugs","Various","Taiwan",4,1,0,0.00227790432801822,0,0.00364630811303555
"955","2015 Sakura Sunny Bottle","Undefined Series","Various","Japan",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"956","2015 Sakura Tumbler (350 ml)","Non-City Tumbler","Various","Japan",5,0,1,0,0.25,0.00455788514129444
"957","2015 Sakura Tumbler","Non-City Tumbler","Various","Japan",1,1,0,0.00227790432801822,0,0.000911577028258888
"958","2015 Sakura Tumbler","Non-City Tumbler","Various","Japan",2,1,0,0.00227790432801822,0,0.00182315405651778
"959","2015 Sakura Tumble (350 ml)","Non-City Tumbler","Various","Japan",2,0,0,0,0,0.00182315405651778
"960","2015 Sakura Stainless Bottle (350 ml)","Non-City Tumbler","Various","Japan",2,0,0,0,0,0.00182315405651778
"961","2015 Sakura Stainless Bottle (350 ml )","Non-City Tumbler","Various","Japan",2,1,1,0.00113895216400911,0.5,0.00182315405651778
"962","2015 Sakura Stainless Bottle (500mL)","Non-City Tumbler","Various","Japan",2,0,0,0,0,0.00182315405651778
"963","Spring Flower Mug Blue 8oz","Holiday Mugs","Various","China",3,4,0,0.00911161731207289,0,0.00273473108477666
"964","Japanese Sakura Mag 12oz","Holiday Mugs","Various","China",3,3,1,0.00341685649202733,0.375,0.00273473108477666
"965","Manila Relief Mug","Relief Series","Manila","Philippines",104,18,14,0.00273348519362187,0.2,0.0948040109389243
"966","Cebu Relief Mug","Relief Series","Cebu","Philippines",90,18,10,0.00372747980948437,0.164835164835165,0.0820419325432999
"967","2015 Logo Mug 8oz","Holiday Mugs","Various","China",7,1,2,0.000759301442672741,0.375,0.00638103919781222
"968","Valentine's Day Opaque Glass Heart Mug","Holiday Mugs","Various","USA",2,2,0,0.00455580865603645,0,0.00182315405651778
"969","2015 Turquoise Fading Colour Mug 12oz","Limited Edition","Various","Germany",5,1,0,0.00227790432801822,0,0.00455788514129444
"970","2015 Yellow Fading Colour Mug 12oz","Limited Edition","Various","Germany",5,1,0,0.00227790432801822,0,0.00455788514129444
"971","2015 Pink Fading Colour Mug 12oz","Limited Edition","Various","Germany",4,1,0,0.00227790432801822,0,0.00364630811303555
"972","2015 Sakura Stainless Bottle (500ml)","Non-City Tumbler","Various","Japan",2,2,1,0.00227790432801822,0.5,0.00182315405651778
"973","2015 Turquoise Handle Mug 12oz","Limited Edition","Various","Germany",3,0,0,0,0,0.00273473108477666
"974","2015 Yellow Handle Mug 12oz","Limited Edition","Various","Germany",1,1,0,0.00227790432801822,0,0.000911577028258888
"975","2015 Pink Handle Mug 12oz","Limited Edition","Various","Germany",2,4,0,0.00911161731207289,0,0.00182315405651778
"976","2015 Hand-dipped Mug Grey12oz","Limited Edition","Various","Germany",3,0,0,0,0,0.00273473108477666
"977","2015 Hand-dipped Mug Yellow 12oz","Limited Edition","Various","Germany",3,0,0,0,0,0.00273473108477666
"978","2015 Vida Mug Grey 12oz","Limited Edition","Various","Germany",2,0,0,0,0,0.00182315405651778
"979","2015 Vida Mug Turquoise 12oz","Limited Edition","Various","Germany",2,1,0,0.00227790432801822,0,0.00182315405651778
"980","2015 Vida Mug Yellow 12oz","Limited Edition","Various","Germany",2,1,0,0.00227790432801822,0,0.00182315405651778
"981","2015 Hand-dipped Mug Blue 12oz","Limited Edition","Various","Germany",3,0,0,0,0,0.00273473108477666
"982","2015 Hand-dipped Pink Mug 12oz","Limited Edition","Various","Germany",3,1,0,0.00227790432801822,0,0.00273473108477666
"983","2015 Colour Block Mug 12 oz","Limited Edition","Various","Germany",6,1,2,0.000759301442672741,0.428571428571429,0.00546946216955333
"984","2015 Cherry Blossom Petals Demi Mug 118mL","Asian Artsy Design Mugs","Various","South Korea",12,2,0,0.00455580865603645,0,0.0109389243391067
"985","2015 Cherry Blossom Demi Mug 118mL","Asian Artsy Design Mugs","Various","South Korea",5,7,0,0.0159453302961276,0,0.00455788514129444
"986","2015 Cherry Blossom Mug 355mL","Asian Artsy Design Mugs","Various","South Korea",9,1,1,0.00113895216400911,0.15,0.00820419325432999
"987","Logo Mug Short with Lid","Holiday Mugs","Various","China",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"988","White Swirl Mug 12oz","Holiday Mugs","Various","China",1,2,0,0.00455580865603645,0,0.000911577028258888
"989","Black Swirl Mug 12oz","Holiday Mugs","Various","China",1,2,0,0.00455580865603645,0,0.000911577028258888
"990","2015 Logo Mug 3oz","Holiday Mugs","Various","China",10,2,2,0.00151860288534548,0.272727272727273,0.00911577028258888
"991","2015 Logo Mug 12oz","Holiday Mugs","Various","China",7,1,2,0.000759301442672741,0.375,0.00638103919781222
"992","2015 Logo Mug 16oz","Holiday Mugs","Various","China",6,2,2,0.00151860288534548,0.428571428571429,0.00546946216955333
"993","Logo Mug Green Interior 16oz","Holiday Mugs","Various","China",1,1,0,0.00227790432801822,0,0.000911577028258888
"994","2015 Sakura Double Wall Mug","Undefined Series","Various","Japan",14,4,3,0.00227790432801822,0.3,0.0127620783956244
"995","Picnic Under Flowers Mug 16oz","Asian Artsy Design Mugs","Various","Taiwan",20,9,5,0.00341685649202733,0.357142857142857,0.0182315405651778
"996","Cherry Blossom Pink Mug","Asian Artsy Design Mugs","Various","Taiwan",10,2,2,0.00151860288534548,0.272727272727273,0.00911577028258888
"997","Cherry Blossom Chanson Mug","Asian Artsy Design Mugs","Various","Taiwan",7,0,2,0,0.375,0.00638103919781222
"998","Cherry Blossom Season Mug","Asian Artsy Design Mugs","Various","Taiwan",6,0,2,0,0.428571428571429,0.00546946216955333
"999","2015 Dreamy Atmosphere Mug 16oz","Asian Artsy Design Mugs","Various","Taiwan",7,1,2,0.000759301442672741,0.375,0.00638103919781222
"1000","Cherry Blossom Glass 14oz","Holiday Mugs","Various","China",5,3,1,0.00341685649202733,0.25,0.00455788514129444
"1001","Cherry Blossom Elegancy Mug 16oz","Holiday Mugs","Various","China",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"1002","2013 Red Flower Mug 12oz","Limited Edition","Various","China",1,1,0,0.00227790432801822,0,0.000911577028258888
"1003","2013 Spiral Blue Mug 16oz","Limited Edition","Various","Vietnam",2,1,0,0.00227790432801822,0,0.00182315405651778
"1004","2012 European Reserve Mug: 3 Oz.","Coffee Origin Series","Amsterdam","Netherlands",10,4,0,0.00911161731207289,0,0.00911577028258888
"1005","2012 European Reserve Mug: 8 Oz.","Coffee Origin Series","Amsterdam","Netherlands",6,2,0,0.00455580865603645,0,0.00546946216955333
"1006","2012 European Reserve Mug; 12 Oz.","Coffee Origin Series","Amsterdam","Netherlands",8,2,0,0.00455580865603645,0,0.0072926162260711
"1007","2012 European Reserve Mug: 16 Oz.","Coffee Origin Series","Amsterdam","Netherlands",7,2,0,0.00455580865603645,0,0.00638103919781222
"1008","Claude Monet watercolor style Flowers","Limited Edition","Various","USA",1,1,0,0.00227790432801822,0,0.000911577028258888
"1009","Oxford - Radcliffe Camera","08 Icon Edition","Oxford","United Kingdom",260,90,22,0.00891353867485392,0.126436781609195,0.237010027347311
"1010","2015 Pink Sakura Mug","Limited Edition","Various","Japan",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"1011","2015 Sakura Blossom Mug White","Limited Edition","Various","Japan",10,1,0,0.00227790432801822,0,0.00911577028258888
"1012","2015 Sakura Blossom Mug Pink","Limited Edition","Various","Japan",10,1,0,0.00227790432801822,0,0.00911577028258888
"1013","Logo Mug Tall with Lid","Limited Edition","Various","China",2,0,1,0,0.5,0.00182315405651778
"1014","Logo Mug Grande with Lid","Holiday Mugs","Various","China",1,0,0,0,0,0.000911577028258888
"1015","Glass Tee Tumbler","Undefined Series","Various","China",1,0,0,0,0,0.000911577028258888
"1016","2015 Double Walled Heart Glass","Undefined Series","Various","Taiwan",6,1,2,0.000759301442672741,0.428571428571429,0.00546946216955333
"1017","2015 Coffee Stamp House Blend Mug 14 oz","Limited Edition","Various","Taiwan",4,0,1,0,0.3,0.00364630811303555
"1018","2014 Hot Cocoa Mug Retail","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"1019","2015 Sakura Glass","Undefined Series","Various","Japan",12,4,3,0.00227790432801822,0.346153846153846,0.0109389243391067
"1020","2015 Connected Mug U","Holiday Mugs","Various","Taiwan",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"1021","2015 Connected Mug Love","Holiday Mugs","Various","Taiwan",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"1022","2015 Connected Mug I","Holiday Mugs","Various","Taiwan",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"1023","2015 Sakura Blossom Glass","Undefined Series","Various","Taiwan",11,1,2,0.000759301442672741,0.25,0.0100273473108478
"1024","2015 Decent of Season Glass","Undefined Series","Various","Taiwan",10,1,1,0.00113895216400911,0.136363636363636,0.00911577028258888
"1025","2015 Dreamy Atmosphere Mug 12oz","Limited Edition","Various","Taiwan",9,2,3,0.00113895216400911,0.45,0.00820419325432999
"1026","2015 Dreamy Atmosphere Demimug 3oz","Mini Mugs","Various","Taiwan",20,1,4,0.000455580865603645,0.285714285714286,0.0182315405651778
"1027","2015 Inverted Flare Embossed Mug 12oz","Limited Edition","Various","Taiwan",8,2,2,0.00151860288534548,0.333333333333333,0.0072926162260711
"1028","2015 In the Pond Mug 14oz","Limited Edition","Various","Taiwan",5,1,2,0.000759301442672741,0.5,0.00455788514129444
"1029","2015 Tribute Multi Layered Mug","Limited Edition","Various","Taiwan",6,0,1,0,0.214285714285714,0.00546946216955333
"1030","2005 Taiwan Year End Taster Cup - Green","Mini Mugs","Taipei","Taiwan",2,5,0,0.0113895216400911,0,0.00182315405651778
"1031","2005 Taiwan Year End Taster Cup - Beige","Mini Mugs","Taipei","Taiwan",2,5,0,0.0113895216400911,0,0.00182315405651778
"1032","2005 Taiwan Year End Taster Cup - Blue","Mini Mugs","Taipei","Taiwan",2,6,0,0.0136674259681093,0,0.00182315405651778
"1033","2005 Taiwan Year End Taster Cup - Yellow","Mini Mugs","Taipei","Taiwan",2,5,0,0.0113895216400911,0,0.00182315405651778
"1034","2015 Stacking Iridescent Green Mug 10oz","Limited Edition","Various","Taiwan",6,0,2,0,0.428571428571429,0.00546946216955333
"1035","2015 Stacking Iridescent Blue Mug 10oz","Limited Edition","Various","Taiwan",5,0,2,0,0.5,0.00455788514129444
"1036","2015 Pink Spring in the Air Mug 14oz","Limited Edition","Various","Taiwan",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"1037","2015 Blue Spring in the Air Mug 14oz","Limited Edition","Various","Taiwan",3,0,1,0,0.375,0.00273473108477666
"1038","2015 Poppies Mug 12oz","Limited Edition","Various","Taiwan",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"1039","2015 17th Anniversary - Birthday Mug 12oz","Starbucks Anniversary Mugs","Various","Taiwan",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"1040","2015 17th Anniversary - Coffee Break Mug with White Lid","Starbucks Anniversary Mugs","Various","Taiwan",4,1,0,0.00227790432801822,0,0.00364630811303555
"1041","2015 17th Anniversary - Coffee Break Mug with Blue Lid","Starbucks Anniversary Mugs","Various","Taiwan",4,0,0,0,0,0.00364630811303555
"1042","2015 17th Anniversary - Together 17 Mug 14oz","Starbucks Anniversary Mugs","Various","Taiwan",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"1043","2015 17th Anniversary - Coffee Harvest Mug 14oz","Starbucks Anniversary Mugs","Various","Taiwan",4,1,1,0.00113895216400911,0.3,0.00364630811303555
